Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,wRC,wRAA,G,P,PA,AB,BA,OBP,SLG,OPS,ISO,K%,BB%,K/BB,HR%,R/G,AB/HR,BABIP,OutRate,WOBA,SB%,wRC_per_PA,wRC_plus
1253,1202571776,S. Collins,Sky Collins,Collins,Sky,CF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,0.345,35.21099999999999,4.9,58,800,242,213,0.286,0.35,0.437,0.787,0.15,25.2%,4.5%,5.55,2.5%,0.79,35.50,0.377,59.6%,0.345,76.9%,0.14549999999999996,13.043255776292895
1255,1257459456,C. Mora,Chase Mora,Mora,Chase,3B,Texas State University,TXST,5420,Texas State,BBC,R,R,0.359,41.0205,8.1,58,1001,261,227,0.286,0.363,0.471,0.834,0.185,16.9%,9.2%,1.83,3.1%,0.76,28.38,0.32,64.6%,0.359,86.7%,0.15716666666666665,14.121910663725213
1256,1142791936,I. Humphrey,Isaac Humphrey,Humphrey,Isaac,CF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,L,0.406,55.75866666666666,19.6,63,1137,284,234,0.286,0.396,0.56,0.956,0.274,25.0%,12.0%,2.09,4.6%,0.84,18.00,0.351,63.0%,0.406,75.0%,0.19633333333333333,17.91987083856737
1257,1156893184,S. Cox,Shane Cox,Cox,Shane,1B,University of Memphis,MEM,730172160,Memphis,BBC,R,R,0.384,38.269999999999996,11.0,52,788,215,182,0.286,0.383,0.505,0.889,0.22,17.7%,12.1%,1.46,4.2%,0.56,20.22,0.314,66.4%,0.384,66.7%,0.178,16.134741457630586
1257,1148937216,V. Mauro,Vincent Mauro,Mauro,Vincent,3B,Niagara University,NIAG,730156544,Niagara,BBC,R,R,0.336,27.186000000000003,2.5,46,604,197,175,0.286,0.35,0.417,0.767,0.131,18.8%,7.6%,2.47,1.0%,0.7,87.50,0.345,62.6%,0.336,40.0%,0.138,12.287497920858069
1257,1309473536,A. Luccini,Alex Luccini,Luccini,Alex,CF,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,L,R,0.394,44.34733333333333,14.2,53,873,238,196,0.286,0.403,0.51,0.914,0.224,23.5%,10.5%,2.24,2.9%,0.75,28.00,0.363,60.7%,0.394,88.9%,0.18633333333333332,16.98484894248499
1257,1306773504,J. Mantuano,Jimmy Mantuano,Mantuano,Jimmy,RF,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,0.397,40.2215,13.2,47,685,213,168,0.286,0.425,0.482,0.907,0.196,17.4%,17.4%,1.0,2.8%,0.87,28.00,0.331,63.8%,0.397,100.0%,0.18883333333333333,17.215645486454694
1257,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,0.435,50.93549999999999,21.3,52,966,231,168,0.286,0.459,0.571,1.03,0.286,21.2%,22.5%,0.94,6.1%,0.85,12.00,0.309,66.4%,0.435,-,0.22049999999999995,20.239241608642367
1257,1335543552,J. Correa,Juan Correa,Correa,Juan,1B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,0.391,40.07566666666666,12.4,48,778,218,196,0.286,0.344,0.587,0.931,0.301,29.8%,6.4%,4.64,7.3%,0.73,12.25,0.339,62.7%,0.391,100.0%,0.18383333333333332,16.706535782358557
1257,1207825152,C. Jennings,Collin Jennings,Jennings,Collin,RF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,0.45,45.202,20.2,48,788,194,161,0.286,0.407,0.671,1.078,0.385,21.1%,12.9%,1.64,8.2%,0.9,10.06,0.288,69.2%,0.45,100.0%,0.23299999999999998,21.430833521883763
1257,1099315456,S. Canton,Sam Canton,Canton,Sam,CF,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,L,0.36,30.335999999999995,6.2,43,709,192,161,0.286,0.385,0.429,0.814,0.143,18.2%,10.4%,1.75,2.6%,0.47,32.20,0.331,65.3%,0.36,57.1%,0.15799999999999997,14.24762905452981
1257,1342166796,C. Saul,Charlie Saul,Saul,Charlie,RF,Bryant University,BRY,730266880,Bryant,BBC,R,R,0.373,32.416,8.1,49,689,192,161,0.286,0.371,0.491,0.862,0.205,29.7%,5.7%,5.18,3.1%,0.65,26.83,0.4,58.0%,0.373,87.5%,0.1688333333333333,15.237212387863142
1257,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,U,R,0.361,34.14916666666666,7.0,51,797,215,175,0.286,0.393,0.429,0.822,0.143,12.1%,14.0%,0.87,2.3%,0.71,35.00,0.306,68.0%,0.361,-,0.1588333333333333,14.274276341351516
1257,1417547191,G. Watkins,Grant Watkins,Watkins,Grant,1B,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,R,0.421,53.67016666666666,20.8,56,986,257,210,0.286,0.409,0.59,0.999,0.305,25.3%,15.2%,1.67,6.2%,0.86,13.13,0.336,66.4%,0.421,100.0%,0.20883333333333332,19.111847601870924
1257,1556323154,R. Caballero,Rocco Caballero,Caballero,Rocco,SS,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,0.341,32.69833333333333,3.9,51,796,230,210,0.286,0.341,0.443,0.783,0.157,15.2%,5.2%,2.92,1.7%,0.63,52.50,0.326,65.1%,0.341,83.3%,0.14216666666666666,12.714114561776185
1257,1708586628,T. Yukumoto,Ty Yukumoto,Yukumoto,Ty,SS,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,0.353,37.12866666666666,6.5,51,937,244,196,0.286,0.408,0.362,0.771,0.077,7.8%,12.7%,0.61,0.4%,0.88,196.00,0.309,67.4%,0.353,85.7%,0.15216666666666664,13.682396814092652
1257,1342169021,C. Schmidt,Carl Schmidt,Schmidt,Carl,LF,University of California,CAL,730152448,California,BBC,R,R,0.354,27.539999999999996,4.9,45,686,180,161,0.286,0.361,0.447,0.808,0.161,29.4%,9.4%,3.12,2.8%,0.56,32.20,0.398,59.2%,0.354,66.7%,0.15299999999999997,13.740684610085369
1271,1052864533,J. Vanegas,Jesus Vanegas,Vanegas,Jesus,2B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,0.4,49.55533333333333,16.6,60,954,259,221,0.285,0.377,0.566,0.943,0.281,28.2%,9.3%,3.04,6.2%,0.88,13.81,0.351,64.2%,0.4,83.3%,0.19133333333333333,17.427728797129554
1272,1257366784,S. DeCarlo,Sam DeCarlo,DeCarlo,Sam,SS,University of Washington,WASH,3110,Washington,BBC,R,R,0.368,41.660666666666664,9.7,57,969,253,214,0.285,0.395,0.43,0.825,0.145,22.5%,13.0%,1.73,3.2%,0.74,26.75,0.356,63.1%,0.368,76.9%,0.16466666666666666,14.852454482724802
1273,1291203328,C. McChesney,Crew McChesney,McChesney,Crew,CF,Brigham Young University,BYU,730257152,BYU,BBC,L,R,0.366,39.446,9.0,52,927,242,200,0.285,0.389,0.445,0.834,0.16,21.9%,14.9%,1.47,2.1%,0.73,40.00,0.359,62.1%,0.366,84.6%,0.16299999999999998,14.737470652325952
1273,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,0.329,30.133999999999997,1.6,56,824,228,200,0.285,0.352,0.395,0.747,0.11,21.1%,7.5%,2.82,0.0%,0.64,-,0.365,60.9%,0.329,62.5%,0.13216666666666665,11.720216773828056
1273,1248737024,I. Webb,Isaac Webb,Webb,Isaac,CF,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,0.33,30.723000000000003,1.9,51,781,231,200,0.285,0.361,0.39,0.751,0.105,15.6%,9.5%,1.64,0.9%,0.67,100.00,0.335,63.4%,0.33,84.6%,0.133,11.840973210373965
1276,1153718272,L. Amedee,Lee Amedee,Amedee,Lee,1B,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,R,0.363,36.1125,7.8,58,848,225,186,0.285,0.397,0.419,0.817,0.134,13.8%,10.2%,1.35,0.9%,0.43,93.00,0.329,65.8%,0.363,80.0%,0.16049999999999998,14.48512905452981
1276,1305531530,T. Gambill,Trey Gambill,Gambill,Trey,LF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,0.387,44.2225,13.1,56,1018,245,186,0.285,0.445,0.414,0.859,0.129,16.3%,20.0%,0.82,1.6%,0.93,46.50,0.338,64.8%,0.387,84.6%,0.1805,16.36540116337335
1278,1496800975,B. Jellison,Bruce Jellison,Jellison,Bruce,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,0.338,30.168,3.1,49,788,216,172,0.285,0.398,0.337,0.735,0.052,12.5%,9.7%,1.29,0.5%,0.71,172.00,0.318,66.9%,0.338,100.0%,0.13966666666666666,12.453647573048327
1278,1818558744,J. De Anda,Jimmy De Anda,De Anda,Jimmy,LF,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,0.391,40.259499999999996,12.4,50,760,219,172,0.285,0.425,0.459,0.884,0.174,21.9%,14.2%,1.55,2.3%,0.9,34.40,0.361,62.3%,0.391,81.8%,0.18383333333333332,16.680562844484147
1280,1949844257,K. Moseni,Keon Moseni,Moseni,Keon,3B,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,0.378,36.33,9.7,48,892,210,165,0.285,0.438,0.382,0.82,0.097,22.9%,17.1%,1.33,1.4%,0.67,55.00,0.386,58.8%,0.378,50.0%,0.173,15.637510006910759
1281,1297581824,B. Sanchez,Brandon Sanchez,Sanchez,Brandon,SS,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,0.353,29.215999999999994,5.0,46,787,192,158,0.285,0.402,0.373,0.776,0.089,24.0%,14.6%,1.64,0.0%,0.83,-,0.402,58.9%,0.353,60.0%,0.15216666666666664,13.622629054529812
1282,1712724103,C. Husser,Collin Husser,Husser,Collin,RF,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,0.385,30.401666666666664,8.8,43,693,170,151,0.285,0.365,0.53,0.895,0.245,35.9%,7.6%,4.69,5.3%,0.72,16.78,0.42,50.6%,0.385,100.0%,0.17883333333333332,16.194932976098436
1283,1287362048,J. Nerat,Joey Nerat,Nerat,Joey,RF,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,L,R,0.358,25.325999999999993,5.0,45,613,162,137,0.285,0.395,0.401,0.797,0.117,25.3%,14.2%,1.78,1.9%,0.73,45.67,0.387,55.9%,0.358,94.7%,0.1563333333333333,14.104882140949565
1284,1285784320,L. Frei,Landon Frei,Frei,Landon,2B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,0.401,56.49700000000001,19.0,61,994,294,246,0.285,0.391,0.545,0.936,0.26,16.0%,12.9%,1.24,5.8%,0.92,14.47,0.286,69.2%,0.401,91.7%,0.19216666666666668,17.48104742187675
1284,1976265199,J. Smith,Jackson Smith,Smith,Jackson,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,R,0.383,26.929333333333332,7.7,44,616,152,123,0.285,0.401,0.48,0.881,0.195,21.7%,15.8%,1.38,3.9%,0.5,20.50,0.333,66.7%,0.383,100.0%,0.17716666666666667,16.084251861547354
1286,1297504512,J. Waller,Jackson Waller,Waller,Jackson,CF,University of Nevada,NEV,4784,Nevada,BBC,R,R,0.33,34.314,2.1,57,801,258,239,0.285,0.324,0.439,0.764,0.155,10.9%,4.7%,2.33,2.3%,0.65,39.83,0.3,69.1%,0.33,83.3%,0.133,11.832415876235238
1287,1604565064,C. Greer,Cade Greer,Greer,Cade,RF,University of Memphis,MEM,730172160,Memphis,BBC,R,L,0.373,23.298999999999996,5.9,40,555,138,116,0.284,0.399,0.44,0.838,0.155,26.8%,11.6%,2.31,2.2%,0.78,38.67,0.395,59.2%,0.373,85.7%,0.1688333333333333,15.293824706703724
1288,1457168973,S. Paz,Sebastian Paz,Paz,Sebastian,1B,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,0.313,14.497666666666666,-0.7,32,398,122,109,0.284,0.361,0.321,0.682,0.037,22.1%,6.6%,3.38,0.0%,0.25,-,0.378,56.1%,0.313,0.0%,0.11883333333333332,10.444691896059863
1289,1182010880,R. Gerety,Ryan Gerety,Gerety,Ryan,RF,Northeastern University,NE,343,Northeastern,BBC,L,L,0.37,44.57733333333333,10.7,59,1006,268,211,0.284,0.406,0.431,0.837,0.147,13.4%,15.3%,0.88,1.9%,0.86,42.20,0.316,67.2%,0.37,100.0%,0.1663333333333333,15.01099970129598
1290,1297547264,T. Kamaka,Titan Kamaka,Kamaka,Titan,2B,Mercer University,MER,730240512,Mercer,BBC,R,R,0.358,36.581999999999994,7.2,52,884,234,204,0.284,0.364,0.456,0.82,0.172,18.8%,9.4%,2.0,3.4%,0.67,25.50,0.327,63.4%,0.358,100.0%,0.1563333333333333,14.09538546478622
1291,1085299200,T. Thomas,Tanner Thomas,Thomas,Tanner,1B,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,0.37,37.591333333333324,9.0,51,809,226,197,0.284,0.372,0.477,0.849,0.193,23.0%,9.7%,2.36,4.0%,0.69,21.89,0.343,63.5%,0.37,100.0%,0.1663333333333333,15.000763272818896
1292,1310320640,B. Blaser,Bryce Blaser,Blaser,Bryce,LF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,R,0.339,32.034000000000006,3.5,53,800,228,190,0.284,0.376,0.384,0.76,0.1,15.4%,10.5%,1.46,0.9%,0.45,95.00,0.335,64.5%,0.339,87.5%,0.1405,12.553550107161387
1293,1286168833,L. Orbon,Luke Orbon,Orbon,Luke,SS,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,0.368,37.87333333333333,8.9,53,882,230,183,0.284,0.408,0.41,0.818,0.126,23.0%,10.9%,2.12,0.9%,0.79,91.50,0.388,58.9%,0.368,83.3%,0.16466666666666666,14.88802760525445
1294,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,0.344,30.669333333333327,4.1,46,772,212,176,0.284,0.403,0.352,0.755,0.068,21.2%,12.7%,1.67,0.5%,0.61,176.00,0.377,60.0%,0.344,80.0%,0.14466666666666664,12.952424652014088
1295,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,0.437,47.54366666666667,20.0,50,767,214,169,0.284,0.425,0.604,1.029,0.32,17.3%,11.7%,1.48,7.0%,0.76,11.27,0.277,68.9%,0.437,71.4%,0.22216666666666668,20.36425678038651
1295,1263420928,L. Brewster,Lane Brewster,Brewster,Lane,CF,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,L,0.344,29.22266666666666,3.8,53,778,202,169,0.284,0.385,0.379,0.764,0.095,18.8%,12.4%,1.52,1.0%,0.6,84.50,0.351,61.1%,0.344,84.6%,0.14466666666666664,12.899650506675025
1295,1227066624,G. Mee,Grady Mee,Mee,Grady,2B,Western Michigan University,WMU,730165248,Western Michigan,BBC,S,R,0.38,39.12533333333333,10.8,51,781,224,169,0.284,0.438,0.391,0.829,0.107,14.3%,12.5%,1.14,1.3%,0.86,56.33,0.331,64.7%,0.38,89.7%,0.17466666666666666,15.839890959291713
1295,1225719552,K. Nahaku,Kamana Nahaku,Nahaku,Kamana,LF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,0.402,41.495000000000005,14.2,55,828,215,169,0.284,0.419,0.503,0.922,0.219,18.6%,11.6%,1.6,4.7%,0.75,16.90,0.317,65.8%,0.402,61.5%,0.19300000000000003,17.62311355065384
1299,1188676864,J. Martinez,John Martinez,Martinez,John,2B,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,0.321,31.7515,0.2,57,873,253,229,0.284,0.336,0.393,0.729,0.109,18.6%,5.5%,3.36,1.2%,0.58,76.33,0.343,63.0%,0.321,100.0%,0.1255,11.097513771262353
1300,1161276160,J. Halter,Jackson Halter,Halter,Jackson,RF,Marshall University,MRSH,730333696,Marshall,BBC,L,R,0.352,39.34666666666666,6.6,58,978,260,222,0.284,0.384,0.401,0.785,0.117,14.2%,11.2%,1.28,1.2%,0.71,74.00,0.33,66.5%,0.352,94.4%,0.1513333333333333,13.556923926324682
1301,1084056064,D. Ornelas,Devan Ornelas,Ornelas,Devan,CF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,0.381,44.577,12.4,57,893,254,215,0.284,0.381,0.498,0.879,0.214,23.2%,6.3%,3.69,3.1%,0.81,26.88,0.353,62.7%,0.381,81.0%,0.1755,15.900352151642672
1302,1257423872,P. Goff,Parker Goff,Goff,Parker,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,0.384,32.574,9.4,45,781,183,141,0.284,0.439,0.404,0.843,0.121,25.7%,16.9%,1.52,1.1%,0.82,70.50,0.424,55.4%,0.384,-,0.178,16.155074409721067
1303,1275170560,R. Silva,Riley Silva,Silva,Riley,CF,University of Nebraska,NEB,4865,Nebraska,BBC,L,R,0.348,25.899999999999995,3.9,53,565,175,134,0.284,0.419,0.313,0.733,0.03,8.6%,6.9%,1.25,0.0%,0.49,-,0.317,65.8%,0.348,78.6%,0.14799999999999996,13.247033816434573
1303,1263381248,C. Caruso,Cole Caruso,Caruso,Cole,3B,University of Michigan,MICH,2290,Michigan,BBC,R,R,0.374,39.02333333333333,9.9,56,815,230,201,0.284,0.36,0.512,0.872,0.229,15.7%,10.0%,1.57,4.8%,0.66,18.27,0.295,68.6%,0.374,75.0%,0.16966666666666666,15.322810213950099
1305,1309126144,K. Freeman,Kolton Freeman,Freeman,Kolton,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,0.371,26.5795,6.5,47,591,159,127,0.283,0.418,0.402,0.819,0.118,15.1%,13.2%,1.14,1.3%,0.34,63.50,0.333,63.7%,0.371,72.7%,0.16716666666666666,15.106512702328551
1306,1184450048,K. Mallory Jr.,Kenny Mallory Jr.,Mallory Jr.,Kenny,1B,Elon University,ELON,730252544,Elon,BBC,L,L,0.362,37.52166666666666,7.9,56,949,235,187,0.283,0.414,0.385,0.799,0.102,14.9%,17.9%,0.83,1.3%,0.63,62.33,0.331,62.9%,0.362,81.0%,0.15966666666666665,14.38016451552272
1307,1865789400,A. Ramirez,Andrew Ramirez,Ramirez,Andrew,SS,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,0.363,23.914499999999997,5.1,40,546,149,120,0.283,0.407,0.392,0.799,0.108,8.7%,11.4%,0.76,1.3%,0.65,60.00,0.305,61.9%,0.363,100.0%,0.16049999999999998,14.441281179809451
1308,1739966108,J. Alford,Jackson Alford,Alford,Jackson,LF,Elon University,ELON,730252544,Elon,BBC,R,R,0.361,43.043833333333325,8.9,57,1041,271,233,0.283,0.374,0.451,0.825,0.167,21.8%,11.4%,1.9,2.6%,1.09,33.29,0.349,58.0%,0.361,68.8%,0.1588333333333333,14.302595229191557
1309,1306903808,L. West,Landon West,West,Landon,C,Rice University,RICE,2352,Rice,BBC,R,R,0.374,36.138999999999996,9.1,55,802,213,173,0.283,0.401,0.445,0.846,0.162,18.8%,13.1%,1.43,2.3%,0.44,34.60,0.336,64.1%,0.374,-,0.16966666666666666,15.290762857346712
1310,1334269952,C. Hendrickson,Carter Hendrickson,Hendrickson,Carter,LF,Xavier University,XAV,5464,Xavier,BBC,R,L,0.388,50.410666666666664,15.2,59,1029,278,219,0.283,0.43,0.438,0.868,0.155,9.7%,14.7%,0.66,2.5%,0.88,31.29,0.296,66.7%,0.388,95.2%,0.18133333333333332,16.48608828714372
1310,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,0.405,51.612,18.0,64,1001,264,219,0.283,0.39,0.571,0.961,0.288,23.1%,13.3%,1.74,6.8%,0.72,12.17,0.306,67.4%,0.405,100.0%,0.1955,17.83664420604496
1312,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,0.409,51.29899999999999,18.4,56,1047,258,212,0.283,0.403,0.552,0.955,0.269,21.3%,10.9%,1.96,5.8%,0.77,14.13,0.313,67.4%,0.409,-,0.1988333333333333,18.150245333599578
1312,1195454208,J. Nadeau,Justin Nadeau,Nadeau,Justin,CF,University of Florida,FLA,730168320,Florida,BBC,L,R,0.376,34.09533333333333,8.9,51,805,199,159,0.283,0.421,0.409,0.83,0.126,23.6%,14.6%,1.62,1.5%,0.75,53.00,0.385,61.5%,0.376,77.8%,0.1713333333333333,15.49082419690837
1312,1073827840,T. Morrison,Trace Morrison,Morrison,Trace,1B,Tarleton State University,TAR,730236416,Tarleton State,BBC,L,R,0.363,40.44599999999999,8.6,56,901,252,212,0.283,0.372,0.472,0.844,0.189,19.0%,9.1%,2.09,2.8%,0.66,30.29,0.327,64.8%,0.363,90.9%,0.16049999999999998,14.431160800561555
1312,1156588032,J. Peyton,Jordan Peyton,Peyton,Jordan,SS,Towson University,TOWS,730318336,Towson,BBC,R,R,0.342,35.75000000000001,4.4,56,855,250,212,0.283,0.375,0.396,0.771,0.113,9.2%,11.6%,0.79,1.6%,0.77,53.00,0.298,66.0%,0.342,81.8%,0.14300000000000002,12.778462387863144
1316,1286782976,W. Hodo,Will Hodo,Hodo,Will,1B,University of Alabama,ALA,730206976,Alabama,BBC,L,R,0.426,55.166999999999994,22.1,59,990,259,205,0.283,0.425,0.576,1.0,0.293,23.6%,12.7%,1.85,5.8%,0.86,13.67,0.328,65.6%,0.426,100.0%,0.21299999999999997,19.551280920681673
1316,1304398080,C. Tuupo,Chandler Tuupo,Tuupo,Chandler,1B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,L,R,0.373,43.052499999999995,10.9,51,1003,255,205,0.283,0.402,0.449,0.85,0.166,14.5%,10.6%,1.37,2.4%,0.94,34.17,0.311,65.9%,0.373,57.1%,0.1688333333333333,15.292972191784715
1316,1303098368,C. Rodriguez-Velez,Carlos Rodriguez-Velez,Rodriguez-Velez,Carlos,LF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,0.315,27.232999999999997,-0.9,53,641,226,205,0.283,0.35,0.351,0.701,0.068,16.4%,7.1%,2.31,0.0%,0.64,-,0.345,59.5%,0.315,81.3%,0.12049999999999998,10.62023229936757
1316,1206710272,C. Headlee,Caden Headlee,Headlee,Caden,CF,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,L,0.387,46.7495,13.9,58,1005,259,205,0.283,0.42,0.459,0.879,0.176,18.9%,17.8%,1.07,2.7%,0.76,29.29,0.338,64.2%,0.387,89.5%,0.1805,16.38525775465851
1316,1028338326,J. Davis,Jared Davis,Davis,Jared,2B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,0.371,39.95283333333333,9.8,54,844,239,205,0.283,0.367,0.493,0.86,0.21,15.5%,8.8%,1.76,3.8%,0.8,22.78,0.302,65.4%,0.371,77.8%,0.16716666666666666,15.118880797904987
1321,1422693397,M. Marin,Manny Marin,Marin,Manny,3B,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,0.335,24.278499999999998,2.1,58,604,177,152,0.283,0.356,0.401,0.758,0.118,19.8%,6.8%,2.92,1.7%,0.4,50.67,0.342,65.0%,0.335,66.7%,0.13716666666666666,12.204903065829246
1322,1091989248,J. Yakubinis,J.D. Yakubinis,Yakubinis,J.D.,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,0.348,33.89199999999999,5.1,56,843,229,198,0.283,0.368,0.429,0.798,0.146,14.8%,6.6%,2.27,2.6%,0.66,33.00,0.313,67.5%,0.348,87.5%,0.14799999999999996,13.245536623671006
1323,1220708608,K. Neighbors,Kamau Neighbors,Neighbors,Kamau,2B,University of Louisville,LOU,5467,Louisville,BBC,S,R,0.332,23.970666666666666,1.7,53,593,178,145,0.283,0.381,0.345,0.726,0.062,7.3%,9.6%,0.76,0.0%,0.42,-,0.311,67.4%,0.332,86.7%,0.13466666666666666,11.973518567638425
1324,1132962304,L. Iverson,Luke Iverson,Iverson,Luke,RF,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,0.426,65.60399999999998,26.2,60,1125,308,237,0.283,0.442,0.544,0.986,0.262,26.0%,13.0%,2.0,5.2%,1.23,14.81,0.357,63.6%,0.426,83.3%,0.21299999999999994,19.524955894356648
1325,1198546176,P. Soto Jr.,Petey Soto Jr.,Soto Jr.,Petey,SS,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0.332,27.74133333333333,2.0,55,740,206,184,0.283,0.354,0.391,0.746,0.109,21.8%,6.8%,3.21,1.9%,0.55,46.00,0.353,63.2%,0.332,88.9%,0.13466666666666666,11.98933617427091
1325,1250090752,H. Katschke,Hunter Katschke,Katschke,Hunter,RF,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,0.357,31.099999999999994,5.9,50,762,200,184,0.283,0.337,0.495,0.831,0.212,16.5%,6.0%,2.75,5.5%,0.6,16.73,0.293,68.6%,0.357,0.0%,0.15549999999999997,13.968462387863145
1325,1279148800,C. Sutherland,Charlie Sutherland,Sutherland,Charlie,1B,University of Minnesota,MINN,4864,Minnesota,BBC,L,R,0.37,26.446999999999996,6.3,44,582,159,138,0.283,0.365,0.486,0.851,0.203,21.4%,9.4%,2.27,3.8%,0.55,23.00,0.337,64.3%,0.37,83.3%,0.1663333333333333,14.980726538806538
1325,1178179328,P. Curtis,Preston Curtis,Curtis,Preston,RF,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,0.374,36.47833333333333,9.3,51,768,215,184,0.283,0.364,0.511,0.875,0.228,23.7%,9.3%,2.55,4.2%,0.63,20.44,0.336,64.1%,0.374,71.4%,0.16966666666666666,15.34404378321198
1329,1174781696,B. Penso,Blake Penso,Penso,Blake,C,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,0.371,34.26916666666666,8.3,55,799,205,177,0.282,0.36,0.497,0.857,0.215,29.3%,6.8%,4.29,3.9%,0.75,22.13,0.382,61.8%,0.371,-,0.16716666666666666,15.067242875668024
1330,1466872686,E. Rossi,Ethan Rossi,Rossi,Ethan,RF,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,0.389,40.62316666666667,12.4,52,808,223,170,0.282,0.411,0.476,0.888,0.194,18.8%,11.7%,1.62,2.7%,0.79,28.33,0.341,61.8%,0.389,71.4%,0.18216666666666667,16.57900050445507
1331,1324325632,J. Donohoe,Jesse Donohoe,Donohoe,Jesse,3B,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,0.426,56.01899999999999,22.3,56,1069,263,209,0.282,0.414,0.598,1.013,0.316,17.9%,18.3%,0.98,6.5%,0.93,12.29,0.282,69.8%,0.426,100.0%,0.21299999999999997,19.497549840334628
1331,1306729472,N. Barone,Nick Barone,Barone,Nick,LF,Liberty University,LIB,730156288,Liberty,BBC,R,R,0.371,40.12,9.7,55,835,240,209,0.282,0.356,0.512,0.868,0.23,19.2%,7.1%,2.71,4.2%,0.73,20.90,0.312,60.5%,0.371,50.0%,0.16716666666666666,15.060129054529808
1333,1297506048,C. Spencer,Chase Spencer,Spencer,Chase,CF,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,0.386,35.035000000000004,10.4,45,809,195,163,0.282,0.378,0.528,0.906,0.245,19.5%,11.3%,1.73,3.6%,0.89,23.29,0.322,66.9%,0.386,93.8%,0.1796666666666667,16.351795721196478
